Trial,Subject,Color,Name,Stimulus,Start Time [ms],End Time [ms],Fixation Start [ms],Fixation Duration [ms],Fixation End [ms],Position X,Position Y,Average Pupil Size [px] X,Average Pupil Size [px] Y,Average Pupil Diameter [mm],Dispersion X,Dispersion Y,Eye,Number,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,40962,66,41028,895.0,432.4,81.5,76.0,3.6,16.0,1.0,Binocular,131,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,41095,166,41261,1060.9,399.3,72.8,69.6,3.4,57.0,6.0,Binocular,132,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,41328,99,41428,955.4,411.0,67.0,61.3,3.0,11.0,5.0,Binocular,133,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,41494,166,41661,768.6,452.1,66.4,60.6,3.0,58.0,19.0,Binocular,134,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,41727,133,41860,912.9,412.0,66.0,60.3,3.0,4.0,6.0,Binocular,135,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,41927,99,42027,968.8,399.2,67.7,62.3,3.1,8.0,2.0,Binocular,136,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,42093,99,42193,986.6,403.8,68.3,64.0,3.1,24.0,5.0,Binocular,137,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,42293,66,42359,649.3,414.7,67.5,52.0,3.0,67.0,12.0,Binocular,138,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,42659,99,42759,845.1,415.5,79.7,70.7,3.5,13.0,7.0,Binocular,139,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,42825,299,43125,1149.1,385.4,81.4,77.6,3.7,123.0,76.0,Binocular,140,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,43591,99,43690,984.1,469.4,82.0,81.7,3.6,4.0,35.0,Binocular,141,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,43857,299,44156,892.3,481.1,85.8,85.2,3.8,27.0,35.0,Binocular,142,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,44389,199,44589,1102.6,427.3,85.5,83.0,3.8,114.0,16.0,Binocular,143,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,44655,365,45021,1111.4,437.8,78.6,76.0,3.5,67.0,28.0,Binocular,144,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,45088,232,45321,1132.7,444.7,70.7,70.4,3.2,135.0,18.0,Binocular,145,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,45387,199,45587,993.7,437.1,71.3,69.3,3.2,22.0,11.0,Binocular,146,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,45654,166,45820,1043.0,418.3,70.8,68.6,3.2,7.0,5.0,Binocular,147,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,46219,99,46319,725.6,371.8,69.7,54.0,3.2,11.0,1.0,Binocular,148,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,46419,99,46519,787.0,371.7,74.7,61.0,3.4,21.0,3.0,Binocular,149,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,47451,66,47517,671.9,462.8,83.5,78.5,3.8,4.0,0.0,Binocular,150,
