Trial,Subject,Color,Name,Stimulus,Start Time [ms],End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y,Amplitude [°],Acceleration  Average [°/s²],Acceleration  Peak [°/s²],Deceleration  Peak [°/s²],Velocity  Average [°/s],Velocity  Peak [°/s],Peak Velocity at [%],Eye,Number,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,669105,66,669172,874.0,448.8,962.7,434.2,6.0,-,-,-,-,-,-,Binocular,2126,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,669271,66,669338,944.6,433.2,960.4,426.1,1.1,-,-,-,-,-,-,Binocular,2127,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,669538,66,669604,866.9,440.6,779.0,459.4,8.3,-,-,-,-,-,-,Binocular,2128,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,670004,66,670070,795.7,445.6,939.3,423.8,6.8,-,-,-,-,-,-,Binocular,2129,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,670270,66,670336,1002.8,394.6,1216.4,391.2,10.1,-,-,-,-,-,-,Binocular,2130,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,670503,133,670636,1235.3,389.6,763.0,401.5,22.0,-,-,-,-,-,-,Binocular,2131,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,670802,99,670902,846.5,404.3,955.6,412.8,7.8,-,-,-,-,-,-,Binocular,2132,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,671002,66,671068,955.1,406.0,810.0,427.6,6.9,-,-,-,-,-,-,Binocular,2133,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,671368,66,671434,769.6,432.9,936.0,409.6,7.8,-,-,-,-,-,-,Binocular,2134,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,671601,66,671667,1014.7,392.6,1048.9,382.6,1.9,-,-,-,-,-,-,Binocular,2135,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,671767,99,671867,1057.4,366.6,841.1,424.9,10.5,-,-,-,-,-,-,Binocular,2136,
